slot,pkts_sent,pkts_received,pkts_lost,too_late,loss_flag
1,180830,0,180830,0,1
2,275079,0,275079,0,1
3,258344,0,258344,0,1
4,184824,0,184824,0,1
5,128852,0,128852,0,1
6,135256,0,135256,0,1
7,147459,0,147459,0,1
8,125192,0,125192,0,1
9,114708,0,114708,0,1
10,191580,0,191580,0,1
11,135877,0,135877,0,1
12,230546,0,230546,0,1
13,149496,0,149496,0,1
14,157201,0,157201,0,1
15,75800,0,75800,0,1
16,117016,0,117016,0,1
17,207491,0,207491,0,1
18,208543,0,208543,0,1
19,312803,0,312803,0,1
20,205383,0,205383,0,1
21,146444,0,146444,0,1
22,193230,0,193230,0,1
23,203930,0,203930,0,1
24,136256,0,136256,0,1
25,287141,0,287141,0,1
26,149751,0,149751,0,1
27,229180,0,229180,0,1
28,180404,0,180404,0,1
29,174710,0,174710,0,1
30,187929,0,187929,0,1
31,62081,0,62081,0,1
32,269118,0,269118,0,1
33,244248,0,244248,0,1
34,179319,0,179319,0,1
35,121578,0,121578,0,1
36,132057,0,132057,0,1
37,139336,0,139336,0,1
38,120510,0,120510,0,1
39,114046,0,114046,0,1
40,179031,0,179031,0,1
41,134213,0,134213,0,1
42,217571,0,217571,0,1
43,143794,0,143794,0,1
44,150738,0,150738,0,1
45,74785,0,74785,0,1
46,110528,0,110528,0,1
47,201073,0,201073,0,1
48,200037,0,200037,0,1
49,299653,0,299653,0,1
50,197278,0,197278,0,1
51,141230,0,141230,0,1
52,183446,0,183446,0,1
53,199744,0,199744,0,1
54,130528,0,130528,0,1
55,273457,0,273457,0,1
56,145813,0,145813,0,1
57,218648,0,218648,0,1
58,174042,0,174042,0,1
59,168270,0,168270,0,1
60,9516,0,9516,0,1
